wkt;fId
"POLYGON ((350006.3 6177229.4,350555.7 6179166.2,350749.9 6179121.4,350854.7 6179552.0,352879.8 6179046.4,352400.9 6178743.6,352285.4 6178441.5,352619.2 6178074.5,352084.0 6176975.9,351914.9 6177074.5,351288.2 6176804.1,350817.9 6176855.1,350816.2 6176968.8,350006.3 6177229.44583559))";1
