pollutid;id;tipo;wkt;z;q;h
ETHYLMERCAPTANO;TMB;AREAPOLY;POLYGON ((351788.195604113 6175586.84895687,351786.932504729 6175608.40348124,351853.926693837 6175611.30309294,351855.376184628 6175589.5687063,351788.195604113 6175586.84895687));30.0;4.62E-04;0
