WKT;id
"POLYGON ((351670.488778924 6175565.5002757,351631.498285919 6175596.03667965,351624.539320589 6175618.2657222,351647.365554973 6175636.6550856,351655.025447205 6175653.45424583,351671.434231779 6175677.50532998,351667.399301707 6175760.29806603,351670.264595446 6175762.4967497,351754.524085657 6175776.9943042,351832.912426576 6175772.70549791,351868.106010964 6175753.75254956,351939.446284005 6175757.59970017,351962.878655484 6175748.38966729,351977.647427073 6175606.0376447,351902.070542945 6175581.13723924,351670.488778924 6175565.5002757))";
