wkt;
"POINT (351330.875 6175518.5)"
"POINT (351330.875 6175543.5)"
"POINT (351330.875 6175568.5)"
"POINT (351330.875 6175593.5)"
"POINT (351330.875 6175618.5)"
"POINT (351330.875 6175643.5)"
"POINT (351330.875 6175668.5)"
"POINT (351330.875 6175693.5)"
"POINT (351330.875 6175718.5)"
"POINT (351330.875 6175743.5)"
"POINT (351330.875 6175768.5)"
"POINT (351330.875 6175793.5)"
"POINT (351330.875 6175818.5)"
"POINT (351355.875 6175468.5)"
"POINT (351355.875 6175493.5)"
"POINT (351355.875 6175518.5)"
"POINT (351355.875 6175543.5)"
"POINT (351355.875 6175568.5)"
"POINT (351355.875 6175593.5)"
"POINT (351355.875 6175618.5)"
"POINT (351355.875 6175643.5)"
"POINT (351355.875 6175668.5)"
"POINT (351355.875 6175693.5)"
"POINT (351355.875 6175718.5)"
"POINT (351355.875 6175743.5)"
"POINT (351355.875 6175768.5)"
"POINT (351355.875 6175793.5)"
"POINT (351355.875 6175818.5)"
"POINT (351355.875 6175843.5)"
"POINT (351355.875 6175868.5)"
"POINT (351380.875 6175418.5)"
"POINT (351380.875 6175443.5)"
"POINT (351380.875 6175468.5)"
"POINT (351380.875 6175493.5)"
"POINT (351380.875 6175518.5)"
"POINT (351380.875 6175543.5)"
"POINT (351380.875 6175568.5)"
"POINT (351380.875 6175593.5)"
"POINT (351380.875 6175618.5)"
"POINT (351380.875 6175643.5)"
"POINT (351380.875 6175668.5)"
"POINT (351380.875 6175693.5)"
"POINT (351380.875 6175718.5)"
"POINT (351380.875 6175743.5)"
"POINT (351380.875 6175768.5)"
"POINT (351380.875 6175793.5)"
"POINT (351380.875 6175818.5)"
"POINT (351380.875 6175843.5)"
"POINT (351380.875 6175868.5)"
"POINT (351380.875 6175893.5)"
"POINT (351380.875 6175918.5)"
"POINT (351405.875 6175393.5)"
"POINT (351405.875 6175418.5)"
"POINT (351405.875 6175443.5)"
"POINT (351405.875 6175468.5)"
"POINT (351405.875 6175493.5)"
"POINT (351405.875 6175518.5)"
"POINT (351405.875 6175543.5)"
"POINT (351405.875 6175568.5)"
"POINT (351405.875 6175593.5)"
"POINT (351405.875 6175618.5)"
"POINT (351405.875 6175643.5)"
