WKT;id
"POLYGON ((350835.181283636 6176847.3322338,350793.884344893 6176851.39352462,350819.351832224 6176988.74732252,350423.662392966 6177151.0296599,350410.655561579 6177117.08804024,350062.599798339 6177266.63346278,350552.034260273 6179146.19427168,350747.777234533 6179110.48933555,350863.80699732 6179581.87379046,352946.554965851 6179116.45862339,352411.935625279 6178780.94317152,352283.868765207 6178448.65191904,352505.747646628 6178199.64446243,352604.993523115 6178094.38119072,352585.391898562 6178015.4816913,352066.840253213 6176965.67177443,351915.217991047 6177092.74058834,351323.754403971 6176807.95767493,350835.181283636 6176847.3322338))";"1"
